"LOCATION","INDICATOR","SUBJECT","MEASURE","FREQUENCY","TIME","Value","Flag Codes"
"JPN","TRADEGOODSERV","IMP","MLN_USD","A","2008",820434.5022,
"JPN","TRADEGOODSERV","IMP","MLN_USD","A","2009",691531.8683,
"JPN","TRADEGOODSERV","IMP","MLN_USD","A","2010",768048.4849,
"JPN","TRADEGOODSERV","IMP","MLN_USD","A","2011",813430.8919,
"JPN","TRADEGOODSERV","IMP","MLN_USD","A","2012",856316.5436,
"JPN","TRADEGOODSERV","IMP","MLN_USD","A","2013",882759.3453,
"JPN","TRADEGOODSERV","IMP","MLN_USD","A","2014",946023.4105,
"JPN","TRADEGOODSERV","IMP","MLN_USD","A","2015",949447.6328,"E"
"KOR","TRADEGOODSERV","IMP","MLN_USD","A","1953",1355.2399,
"KOR","TRADEGOODSERV","IMP","MLN_USD","A","1954",966.757,
"KOR","TRADEGOODSERV","IMP","MLN_USD","A","1955",1298.7983,
"KOR","TRADEGOODSERV","IMP","MLN_USD","A","1956",1512.5759,
"KOR","TRADEGOODSERV","IMP","MLN_USD","A","1957",1854.3918,
"KOR","TRADEGOODSERV","IMP","MLN_USD","A","1958",1600.2529,
"KOR","TRADEGOODSERV","IMP","MLN_USD","A","1959",1300.0006,
"KOR","TRADEGOODSERV","IMP","MLN_USD","A","1960",1482.5861,
"KOR","TRADEGOODSERV","IMP","MLN_USD","A","1961",1354.6171,
"KOR","TRADEGOODSERV","IMP","MLN_USD","A","1962",1827.9745,
"KOR","TRADEGOODSERV","IMP","MLN_USD","A","1963",2286.9814,
"KOR","TRADEGOODSERV","IMP","MLN_USD","A","1964",1717.7467,
"KOR","TRADEGOODSERV","IMP","MLN_USD","A","1965",1948.6861,
"KOR","TRADEGOODSERV","IMP","MLN_USD","A","1966",2913.5401,
"KOR","TRADEGOODSERV","IMP","MLN_USD","A","1967",3790.3883,
"KOR","TRADEGOODSERV","IMP","MLN_USD","A","1968",5397.2412,
"KOR","TRADEGOODSERV","IMP","MLN_USD","A","1969",6804.3469,
"KOR","TRADEGOODSERV","IMP","MLN_USD","A","1970",7427.2898,
"KOR","TRADEGOODSERV","IMP","MLN_USD","A","1971",8923.0587,
"KOR","TRADEGOODSERV","IMP","MLN_USD","A","1972",8930.7572,
"KOR","TRADEGOODSERV","IMP","MLN_USD","A","1973",11968.0537,
"KOR","TRADEGOODSERV","IMP","MLN_USD","A","1974",14307.0307,
"KOR","TRADEGOODSERV","IMP","MLN_USD","A","1975",14894.9754,
"KOR","TRADEGOODSERV","IMP","MLN_USD","A","1976",18534.6623,
"KOR","TRADEGOODSERV","IMP","MLN_USD","A","1977",22611.5233,
"KOR","TRADEGOODSERV","IMP","MLN_USD","A","1978",29456.8369,
"KOR","TRADEGOODSERV","IMP","MLN_USD","A","1979",33460.8644,
"KOR","TRADEGOODSERV","IMP","MLN_USD","A","1980",32311.4441,
"KOR","TRADEGOODSERV","IMP","MLN_USD","A","1981",33758.5131,
"KOR","TRADEGOODSERV","IMP","MLN_USD","A","1982",34278.5549,
"KOR","TRADEGOODSERV","IMP","MLN_USD","A","1983",36597.1177,
"KOR","TRADEGOODSERV","IMP","MLN_USD","A","1984",38202.5693,
"KOR","TRADEGOODSERV","IMP","MLN_USD","A","1985",37460.8264,
"KOR","TRADEGOODSERV","IMP","MLN_USD","A","1986",49852.0412,
"KOR","TRADEGOODSERV","IMP","MLN_USD","A","1987",58886.7722,
"KOR","TRADEGOODSERV","IMP","MLN_USD","A","1988",66592.5075,
"KOR","TRADEGOODSERV","IMP","MLN_USD","A","1989",77065.6574,
"KOR","TRADEGOODSERV","IMP","MLN_USD","A","1990",87470.9908,
"KOR","TRADEGOODSERV","IMP","MLN_USD","A","1991",104962.542,
"KOR","TRADEGOODSERV","IMP","MLN_USD","A","1992",109958.8182,
"KOR","TRADEGOODSERV","IMP","MLN_USD","A","1993",117468.8026,
"KOR","TRADEGOODSERV","IMP","MLN_USD","A","1994",144197.4963,
"KOR","TRADEGOODSERV","IMP","MLN_USD","A","1995",176679.4331,
"KOR","TRADEGOODSERV","IMP","MLN_USD","A","1996",203235.212,
"KOR","TRADEGOODSERV","IMP","MLN_USD","A","1997",208296.4502,
"KOR","TRADEGOODSERV","IMP","MLN_USD","A","1998",158336.1967,
"KOR","TRADEGOODSERV","IMP","MLN_USD","A","1999",197781.1745,
"KOR","TRADEGOODSERV","IMP","MLN_USD","A","2000",240884.9558,
"KOR","TRADEGOODSERV","IMP","MLN_USD","A","2001",232119.6743,
"KOR","TRADEGOODSERV","IMP","MLN_USD","A","2002",266953.9957,
"KOR","TRADEGOODSERV","IMP","MLN_USD","A","2003",295296.2721,
"KOR","TRADEGOODSERV","IMP","MLN_USD","A","2004",331677.6572,
"KOR","TRADEGOODSERV","IMP","MLN_USD","A","2005",357568.9383,
"KOR","TRADEGOODSERV","IMP","MLN_USD","A","2006",401736.1583,
"KOR","TRADEGOODSERV","IMP","MLN_USD","A","2007",448504.9711,
"KOR","TRADEGOODSERV","IMP","MLN_USD","A","2008",462835.703,
"KOR","TRADEGOODSERV","IMP","MLN_USD","A","2009",431566.3319,
"KOR","TRADEGOODSERV","IMP","MLN_USD","A","2010",506037.3165,
"KOR","TRADEGOODSERV","IMP","MLN_USD","A","2011",578629.94,
"KOR","TRADEGOODSERV","IMP","MLN_USD","A","2012",592537.4242,
"KOR","TRADEGOODSERV","IMP","MLN_USD","A","2013",602671.1456,
"KOR","TRADEGOODSERV","IMP","MLN_USD","A","2014",611506.1467,
"KOR","TRADEGOODSERV","IMP","MLN_USD","A","2015",631233.7391,
"LUX","TRADEGOODSERV","IMP","MLN_USD","A","1970",10039.8162,"E"
"LUX","TRADEGOODSERV","IMP","MLN_USD","A","1971",10840.5073,"E"
"LUX","TRADEGOODSERV","IMP","MLN_USD","A","1972",11128.5096,"E"
"LUX","TRADEGOODSERV","IMP","MLN_USD","A","1973",12381.2153,"E"
"LUX","TRADEGOODSERV","IMP","MLN_USD","A","1974",13106.0237,"E"
"LUX","TRADEGOODSERV","IMP","MLN_USD","A","1975",11924.9583,"E"
"LUX","TRADEGOODSERV","IMP","MLN_USD","A","1976",12062.3957,"E"
"LUX","TRADEGOODSERV","IMP","MLN_USD","A","1977",12014.5287,"E"
"LUX","TRADEGOODSERV","IMP","MLN_USD","A","1978",12853.8816,"E"
"LUX","TRADEGOODSERV","IMP","MLN_USD","A","1979",13677.7858,"E"
"LUX","TRADEGOODSERV","IMP","MLN_USD","A","1980",14209.6054,"E"
"LUX","TRADEGOODSERV","IMP","MLN_USD","A","1981",13802.5761,"E"
"LUX","TRADEGOODSERV","IMP","MLN_USD","A","1982",13762.2334,"E"
"LUX","TRADEGOODSERV","IMP","MLN_USD","A","1983",13934.1702,"E"
"LUX","TRADEGOODSERV","IMP","MLN_USD","A","1984",15872.2221,"E"
"LUX","TRADEGOODSERV","IMP","MLN_USD","A","1985",16909.4154,"E"
"LUX","TRADEGOODSERV","IMP","MLN_USD","A","1986",17199.3606,"E"
"LUX","TRADEGOODSERV","IMP","MLN_USD","A","1987",18455.939,"E"
"LUX","TRADEGOODSERV","IMP","MLN_USD","A","1988",20384.7801,"E"
"LUX","TRADEGOODSERV","IMP","MLN_USD","A","1989",22249.4814,"E"
"LUX","TRADEGOODSERV","IMP","MLN_USD","A","1990",23361.6474,"E"
"LUX","TRADEGOODSERV","IMP","MLN_USD","A","1991",25494.5032,"E"
"LUX","TRADEGOODSERV","IMP","MLN_USD","A","1992",24705.4446,"E"
"LUX","TRADEGOODSERV","IMP","MLN_USD","A","1993",25995.4653,"E"
"LUX","TRADEGOODSERV","IMP","MLN_USD","A","1994",27739.9537,"E"
"LUX","TRADEGOODSERV","IMP","MLN_USD","A","1995",28914.8029,
"LUX","TRADEGOODSERV","IMP","MLN_USD","A","1996",30037.1639,
"LUX","TRADEGOODSERV","IMP","MLN_USD","A","1997",33201.1504,
"LUX","TRADEGOODSERV","IMP","MLN_USD","A","1998",37422.5467,
"LUX","TRADEGOODSERV","IMP","MLN_USD","A","1999",41907.6161,
"LUX","TRADEGOODSERV","IMP","MLN_USD","A","2000",46840.627,
"LUX","TRADEGOODSERV","IMP","MLN_USD","A","2001",50012.5375,
"LUX","TRADEGOODSERV","IMP","MLN_USD","A","2002",50198.1424,
"LUX","TRADEGOODSERV","IMP","MLN_USD","A","2003",52888.8126,
"LUX","TRADEGOODSERV","IMP","MLN_USD","A","2004",58823.1573,
"LUX","TRADEGOODSERV","IMP","MLN_USD","A","2005",62229.5466,
"LUX","TRADEGOODSERV","IMP","MLN_USD","A","2006",70097.6384,
"LUX","TRADEGOODSERV","IMP","MLN_USD","A","2007",75108.2314,
"LUX","TRADEGOODSERV","IMP","MLN_USD","A","2008",82156.0595,
"LUX","TRADEGOODSERV","IMP","MLN_USD","A","2009",71191.2037,
"LUX","TRADEGOODSERV","IMP","MLN_USD","A","2010",76014.2821,
"LUX","TRADEGOODSERV","IMP","MLN_USD","A","2011",80264.8304,
"LUX","TRADEGOODSERV","IMP","MLN_USD","A","2012",83949.1898,
"LUX","TRADEGOODSERV","IMP","MLN_USD","A","2013",88432.1282,
"LUX","TRADEGOODSERV","IMP","MLN_USD","A","2014",100040.0583,
"LUX","TRADEGOODSERV","IMP","MLN_USD","A","2015",114091.8786,
"MEX","TRADEGOODSERV","IMP","MLN_USD","A","1970",19355.6889,"E"
"MEX","TRADEGOODSERV","IMP","MLN_USD","A","1971",18467.1259,"E"
"MEX","TRADEGOODSERV","IMP","MLN_USD","A","1972",20354.2109,"E"
"MEX","TRADEGOODSERV","IMP","MLN_USD","A","1973",23751.1083,"E"
"MEX","TRADEGOODSERV","IMP","MLN_USD","A","1974",28567.7657,"E"
"MEX","TRADEGOODSERV","IMP","MLN_USD","A","1975",28690.544,"E"
"MEX","TRADEGOODSERV","IMP","MLN_USD","A","1976",28974.4238,"E"
"MEX","TRADEGOODSERV","IMP","MLN_USD","A","1977",26021.0179,"E"
"MEX","TRADEGOODSERV","IMP","MLN_USD","A","1978",31707.1897,"E"
"MEX","TRADEGOODSERV","IMP","MLN_USD","A","1979",41183.3753,"E"
"MEX","TRADEGOODSERV","IMP","MLN_USD","A","1980",54314.0219,"E"
"MEX","TRADEGOODSERV","IMP","MLN_USD","A","1981",63938.0837,"E"
"MEX","TRADEGOODSERV","IMP","MLN_USD","A","1982",39735.9074,"E"
"MEX","TRADEGOODSERV","IMP","MLN_USD","A","1983",26307.1735,"E"
"MEX","TRADEGOODSERV","IMP","MLN_USD","A","1984",30993.384,"E"
"MEX","TRADEGOODSERV","IMP","MLN_USD","A","1985",34397.8847,"E"
"MEX","TRADEGOODSERV","IMP","MLN_USD","A","1986",31789.1379,"E"
"MEX","TRADEGOODSERV","IMP","MLN_USD","A","1987",33425.0365,"E"
"MEX","TRADEGOODSERV","IMP","MLN_USD","A","1988",45696.8039,"E"
"MEX","TRADEGOODSERV","IMP","MLN_USD","A","1989",53907.3136,"E"
"MEX","TRADEGOODSERV","IMP","MLN_USD","A","1990",64550.8889,"E"
"MEX","TRADEGOODSERV","IMP","MLN_USD","A","1991",74348.1829,"E"
"MEX","TRADEGOODSERV","IMP","MLN_USD","A","1992",88932.5353,"E"
"MEX","TRADEGOODSERV","IMP","MLN_USD","A","1993",90586.272,"E"
"MEX","TRADEGOODSERV","IMP","MLN_USD","A","1994",109838.3785,"E"
"MEX","TRADEGOODSERV","IMP","MLN_USD","A","1995",93317.2065,"E"
"MEX","TRADEGOODSERV","IMP","MLN_USD","A","1996",114672.1177,"E"
"MEX","TRADEGOODSERV","IMP","MLN_USD","A","1997",140755.2597,"E"
"MEX","TRADEGOODSERV","IMP","MLN_USD","A","1998",164063.8018,"E"
"MEX","TRADEGOODSERV","IMP","MLN_USD","A","1999",187150.7364,"E"
"MEX","TRADEGOODSERV","IMP","MLN_USD","A","2000",227344.1882,"E"
"MEX","TRADEGOODSERV","IMP","MLN_USD","A","2001",223634.6357,"E"
"MEX","TRADEGOODSERV","IMP","MLN_USD","A","2002",226906.0296,"E"
"MEX","TRADEGOODSERV","IMP","MLN_USD","A","2003",228477.8438,
"MEX","TRADEGOODSERV","IMP","MLN_USD","A","2004",250662.87,
"MEX","TRADEGOODSERV","IMP","MLN_USD","A","2005",269987.436,
"MEX","TRADEGOODSERV","IMP","MLN_USD","A","2006",297506.1104,
"MEX","TRADEGOODSERV","IMP","MLN_USD","A","2007",315143.0653,
"MEX","TRADEGOODSERV","IMP","MLN_USD","A","2008",329021.618,
"MEX","TRADEGOODSERV","IMP","MLN_USD","A","2009",271155.7479,
"MEX","TRADEGOODSERV","IMP","MLN_USD","A","2010",326636.7741,
"MEX","TRADEGOODSERV","IMP","MLN_USD","A","2011",352930.5538,
"MEX","TRADEGOODSERV","IMP","MLN_USD","A","2012",372222.6468,
"MEX","TRADEGOODSERV","IMP","MLN_USD","A","2013",381832.4839,
"MEX","TRADEGOODSERV","IMP","MLN_USD","A","2014",404678.5334,
"MEX","TRADEGOODSERV","IMP","MLN_USD","A","2015",425041.7867,"E"
"NLD","TRADEGOODSERV","IMP","MLN_USD","A","1969",74748.2028,"E"
"NLD","TRADEGOODSERV","IMP","MLN_USD","A","1970",85360.4503,"E"
"NLD","TRADEGOODSERV","IMP","MLN_USD","A","1971",90444.7329,"E"
"NLD","TRADEGOODSERV","IMP","MLN_USD","A","1972",95108.4565,"E"
"NLD","TRADEGOODSERV","IMP","MLN_USD","A","1973",105045.7865,"E"
"NLD","TRADEGOODSERV","IMP","MLN_USD","A","1974",103580.3338,"E"
"NLD","TRADEGOODSERV","IMP","MLN_USD","A","1975",100720.2442,"E"
"NLD","TRADEGOODSERV","IMP","MLN_USD","A","1976",110939.392,"E"
"NLD","TRADEGOODSERV","IMP","MLN_USD","A","1977",114702.7438,"E"
"NLD","TRADEGOODSERV","IMP","MLN_USD","A","1978",122378.3051,"E"
"NLD","TRADEGOODSERV","IMP","MLN_USD","A","1979",129351.4897,"E"
"NLD","TRADEGOODSERV","IMP","MLN_USD","A","1980",130619.5689,"E"
"NLD","TRADEGOODSERV","IMP","MLN_USD","A","1981",127197.3288,"E"
"NLD","TRADEGOODSERV","IMP","MLN_USD","A","1982",125827.7129,"E"
"NLD","TRADEGOODSERV","IMP","MLN_USD","A","1983",130484.8625,"E"
"NLD","TRADEGOODSERV","IMP","MLN_USD","A","1984",137731.4351,"E"
"NLD","TRADEGOODSERV","IMP","MLN_USD","A","1985",144943.5324,"E"
"NLD","TRADEGOODSERV","IMP","MLN_USD","A","1986",149029.082,"E"
"NLD","TRADEGOODSERV","IMP","MLN_USD","A","1987",154313.6142,"E"
"NLD","TRADEGOODSERV","IMP","MLN_USD","A","1988",167504.4747,"E"
"NLD","TRADEGOODSERV","IMP","MLN_USD","A","1989",180571.984,"E"
"NLD","TRADEGOODSERV","IMP","MLN_USD","A","1990",187747.8927,"E"
"NLD","TRADEGOODSERV","IMP","MLN_USD","A","1991",199644.032,"E"
"NLD","TRADEGOODSERV","IMP","MLN_USD","A","1992",205337.2671,"E"
"NLD","TRADEGOODSERV","IMP","MLN_USD","A","1993",206146.6563,"E"
"NLD","TRADEGOODSERV","IMP","MLN_USD","A","1994",224769.848,"E"
"NLD","TRADEGOODSERV","IMP","MLN_USD","A","1995",247603.6011,
"NLD","TRADEGOODSERV","IMP","MLN_USD","A","1996",261255.1635,
"NLD","TRADEGOODSERV","IMP","MLN_USD","A","1997",290035.9607,
"NLD","TRADEGOODSERV","IMP","MLN_USD","A","1998",314419.0802,
"NLD","TRADEGOODSERV","IMP","MLN_USD","A","1999",346215.91,
"NLD","TRADEGOODSERV","IMP","MLN_USD","A","2000",385705.6467,
"NLD","TRADEGOODSERV","IMP","MLN_USD","A","2001",393405.3165,
"NLD","TRADEGOODSERV","IMP","MLN_USD","A","2002",395051.1585,
"NLD","TRADEGOODSERV","IMP","MLN_USD","A","2003",401943.0231,
"NLD","TRADEGOODSERV","IMP","MLN_USD","A","2004",430456.4215,
"NLD","TRADEGOODSERV","IMP","MLN_USD","A","2005",453428.8706,
"NLD","TRADEGOODSERV","IMP","MLN_USD","A","2006",488631.8573,
"NLD","TRADEGOODSERV","IMP","MLN_USD","A","2007",515793.3208,
"NLD","TRADEGOODSERV","IMP","MLN_USD","A","2008",527127.4975,
"NLD","TRADEGOODSERV","IMP","MLN_USD","A","2009",486552.651,
"NLD","TRADEGOODSERV","IMP","MLN_USD","A","2010",531868.9953,
"NLD","TRADEGOODSERV","IMP","MLN_USD","A","2011",550428.1552,
"NLD","TRADEGOODSERV","IMP","MLN_USD","A","2012",565310.913,
"NLD","TRADEGOODSERV","IMP","MLN_USD","A","2013",570806.8248,
"NLD","TRADEGOODSERV","IMP","MLN_USD","A","2014",594824.7522,
"NLD","TRADEGOODSERV","IMP","MLN_USD","A","2015",629144.7883,
"NZL","TRADEGOODSERV","IMP","MLN_USD","A","1970",7694.5109,"E"
"NZL","TRADEGOODSERV","IMP","MLN_USD","A","1971",7545.919,"E"
"NZL","TRADEGOODSERV","IMP","MLN_USD","A","1972",8250.605,"E"
"NZL","TRADEGOODSERV","IMP","MLN_USD","A","1973",10009.6934,"E"
"NZL","TRADEGOODSERV","IMP","MLN_USD","A","1974",11338.7658,"E"
"NZL","TRADEGOODSERV","IMP","MLN_USD","A","1975",8890.0006,"E"
"NZL","TRADEGOODSERV","IMP","MLN_USD","A","1976",8756.4179,"E"
"NZL","TRADEGOODSERV","IMP","MLN_USD","A","1977",8861.483,"E"
"NZL","TRADEGOODSERV","IMP","MLN_USD","A","1978",9006.3226,"E"
"NZL","TRADEGOODSERV","IMP","MLN_USD","A","1979",10135.0209,"E"
"NZL","TRADEGOODSERV","IMP","MLN_USD","A","1980",9436.3386,"E"
"NZL","TRADEGOODSERV","IMP","MLN_USD","A","1981",10471.9794,"E"
"NZL","TRADEGOODSERV","IMP","MLN_USD","A","1982",10624.3237,"E"
"NZL","TRADEGOODSERV","IMP","MLN_USD","A","1983",10540.2717,"E"
"NZL","TRADEGOODSERV","IMP","MLN_USD","A","1984",11756.0239,"E"
"NZL","TRADEGOODSERV","IMP","MLN_USD","A","1985",11935.3849,"E"
"NZL","TRADEGOODSERV","IMP","MLN_USD","A","1986",12177.7849,"E"
"NZL","TRADEGOODSERV","IMP","MLN_USD","A","1987",13232.937,
"NZL","TRADEGOODSERV","IMP","MLN_USD","A","1988",13258.0115,
"NZL","TRADEGOODSERV","IMP","MLN_USD","A","1989",15352.8146,
"NZL","TRADEGOODSERV","IMP","MLN_USD","A","1990",15549.8293,
"NZL","TRADEGOODSERV","IMP","MLN_USD","A","1991",14974.5465,
"NZL","TRADEGOODSERV","IMP","MLN_USD","A","1992",16087.8584,
"NZL","TRADEGOODSERV","IMP","MLN_USD","A","1993",17233.409,
"NZL","TRADEGOODSERV","IMP","MLN_USD","A","1994",19697.1668,
"NZL","TRADEGOODSERV","IMP","MLN_USD","A","1995",20937.2845,
"NZL","TRADEGOODSERV","IMP","MLN_USD","A","1996",22252.626,
"NZL","TRADEGOODSERV","IMP","MLN_USD","A","1997",23030.6548,
"NZL","TRADEGOODSERV","IMP","MLN_USD","A","1998",23163.1919,
"NZL","TRADEGOODSERV","IMP","MLN_USD","A","1999",25876.9792,
"NZL","TRADEGOODSERV","IMP","MLN_USD","A","2000",25583.9647,
"NZL","TRADEGOODSERV","IMP","MLN_USD","A","2001",26678.6497,
"NZL","TRADEGOODSERV","IMP","MLN_USD","A","2002",28639.4829,
"NZL","TRADEGOODSERV","IMP","MLN_USD","A","2003",32411.4179,
"NZL","TRADEGOODSERV","IMP","MLN_USD","A","2004",36742.8747,
"NZL","TRADEGOODSERV","IMP","MLN_USD","A","2005",38533.917,
"NZL","TRADEGOODSERV","IMP","MLN_USD","A","2006",37886.9925,
"NZL","TRADEGOODSERV","IMP","MLN_USD","A","2007",42021.4345,
"NZL","TRADEGOODSERV","IMP","MLN_USD","A","2008",40557.7948,
"NZL","TRADEGOODSERV","IMP","MLN_USD","A","2009",36766.5164,
"NZL","TRADEGOODSERV","IMP","MLN_USD","A","2010",40992.6598,
"NZL","TRADEGOODSERV","IMP","MLN_USD","A","2011",43687.8203,
"NZL","TRADEGOODSERV","IMP","MLN_USD","A","2012",44268.8344,
"NZL","TRADEGOODSERV","IMP","MLN_USD","A","2013",47863.0981,
"NZL","TRADEGOODSERV","IMP","MLN_USD","A","2014",51418.6753,
"NZL","TRADEGOODSERV","IMP","MLN_USD","A","2015",53266.3145,"E"
"NOR","TRADEGOODSERV","IMP","MLN_USD","A","1970",30445.4307,
"NOR","TRADEGOODSERV","IMP","MLN_USD","A","1971",32505.7485,
"NOR","TRADEGOODSERV","IMP","MLN_USD","A","1972",32237.3995,
"NOR","TRADEGOODSERV","IMP","MLN_USD","A","1973",37129.0503,
"NOR","TRADEGOODSERV","IMP","MLN_USD","A","1974",38754.7654,
"NOR","TRADEGOODSERV","IMP","MLN_USD","A","1975",40362.0699,
"NOR","TRADEGOODSERV","IMP","MLN_USD","A","1976",45596.6421,
"NOR","TRADEGOODSERV","IMP","MLN_USD","A","1977",46565.3392,
"NOR","TRADEGOODSERV","IMP","MLN_USD","A","1978",39211.684,
"NOR","TRADEGOODSERV","IMP","MLN_USD","A","1979",39567.2511,
"NOR","TRADEGOODSERV","IMP","MLN_USD","A","1980",40633.5804,
"NOR","TRADEGOODSERV","IMP","MLN_USD","A","1981",41248.0122,
"NOR","TRADEGOODSERV","IMP","MLN_USD","A","1982",43369.1408,
"NOR","TRADEGOODSERV","IMP","MLN_USD","A","1983",42079.8383,
"NOR","TRADEGOODSERV","IMP","MLN_USD","A","1984",44500.1863,
"NOR","TRADEGOODSERV","IMP","MLN_USD","A","1985",48438.0173,
"NOR","TRADEGOODSERV","IMP","MLN_USD","A","1986",54116.1185,
"NOR","TRADEGOODSERV","IMP","MLN_USD","A","1987",50666.0764,
"NOR","TRADEGOODSERV","IMP","MLN_USD","A","1988",49445.2094,
"NOR","TRADEGOODSERV","IMP","MLN_USD","A","1989",50486.9911,
"NOR","TRADEGOODSERV","IMP","MLN_USD","A","1990",51752.1181,
"NOR","TRADEGOODSERV","IMP","MLN_USD","A","1991",51971.5581,
"NOR","TRADEGOODSERV","IMP","MLN_USD","A","1992",52853.2231,
"NOR","TRADEGOODSERV","IMP","MLN_USD","A","1993",55399.2842,
"NOR","TRADEGOODSERV","IMP","MLN_USD","A","1994",58620.5879,
"NOR","TRADEGOODSERV","IMP","MLN_USD","A","1995",62040.6894,
"NOR","TRADEGOODSERV","IMP","MLN_USD","A","1996",67491.1682,
"NOR","TRADEGOODSERV","IMP","MLN_USD","A","1997",75901.2965,
"NOR","TRADEGOODSERV","IMP","MLN_USD","A","1998",82552.1861,
"NOR","TRADEGOODSERV","IMP","MLN_USD","A","1999",81267.1607,
"NOR","TRADEGOODSERV","IMP","MLN_USD","A","2000",82904.4057,
"NOR","TRADEGOODSERV","IMP","MLN_USD","A","2001",84345.8285,
"NOR","TRADEGOODSERV","IMP","MLN_USD","A","2002",85184.1635,
"NOR","TRADEGOODSERV","IMP","MLN_USD","A","2003",86233.1979,
"NOR","TRADEGOODSERV","IMP","MLN_USD","A","2004",93999.5118,
"NOR","TRADEGOODSERV","IMP","MLN_USD","A","2005",101440.0132,
"NOR","TRADEGOODSERV","IMP","MLN_USD","A","2006",110646.82,
"NOR","TRADEGOODSERV","IMP","MLN_USD","A","2007",121733.7436,
"NOR","TRADEGOODSERV","IMP","MLN_USD","A","2008",125630.662,
"NOR","TRADEGOODSERV","IMP","MLN_USD","A","2009",113116.4491,
"NOR","TRADEGOODSERV","IMP","MLN_USD","A","2010",122514.9869,
"NOR","TRADEGOODSERV","IMP","MLN_USD","A","2011",127363.1216,
"NOR","TRADEGOODSERV","IMP","MLN_USD","A","2012",131373.4794,
"NOR","TRADEGOODSERV","IMP","MLN_USD","A","2013",137839.1467,
"NOR","TRADEGOODSERV","IMP","MLN_USD","A","2014",141169.6126,
"NOR","TRADEGOODSERV","IMP","MLN_USD","A","2015",143445.651,
"POL","TRADEGOODSERV","IMP","MLN_USD","A","1990",24846.8893,"E"
"POL","TRADEGOODSERV","IMP","MLN_USD","A","1991",32220.6345,"E"
"POL","TRADEGOODSERV","IMP","MLN_USD","A","1992",32785.0193,"E"
"POL","TRADEGOODSERV","IMP","MLN_USD","A","1993",37094.7548,"E"
"POL","TRADEGOODSERV","IMP","MLN_USD","A","1994",41301.9276,"E"
"POL","TRADEGOODSERV","IMP","MLN_USD","A","1995",51306.7198,
"POL","TRADEGOODSERV","IMP","MLN_USD","A","1996",65275.2295,
"POL","TRADEGOODSERV","IMP","MLN_USD","A","1997",79168.1633,
"POL","TRADEGOODSERV","IMP","MLN_USD","A","1998",93858.9434,
"POL","TRADEGOODSERV","IMP","MLN_USD","A","1999",94863.4951,
"POL","TRADEGOODSERV","IMP","MLN_USD","A","2000",109550.6468,
"POL","TRADEGOODSERV","IMP","MLN_USD","A","2001",103773.7385,
"POL","TRADEGOODSERV","IMP","MLN_USD","A","2002",106660.6797,
"POL","TRADEGOODSERV","IMP","MLN_USD","A","2003",116912.1641,
"POL","TRADEGOODSERV","IMP","MLN_USD","A","2004",126401.6633,
"POL","TRADEGOODSERV","IMP","MLN_USD","A","2005",134318.2893,
"POL","TRADEGOODSERV","IMP","MLN_USD","A","2006",158655.4539,
"POL","TRADEGOODSERV","IMP","MLN_USD","A","2007",183704.7512,
"POL","TRADEGOODSERV","IMP","MLN_USD","A","2008",201205.0786,
"POL","TRADEGOODSERV","IMP","MLN_USD","A","2009",176287.6277,
"POL","TRADEGOODSERV","IMP","MLN_USD","A","2010",201569.993,
"POL","TRADEGOODSERV","IMP","MLN_USD","A","2011",213279.2757,
"POL","TRADEGOODSERV","IMP","MLN_USD","A","2012",212692.5263,
"POL","TRADEGOODSERV","IMP","MLN_USD","A","2013",216268.4761,
"POL","TRADEGOODSERV","IMP","MLN_USD","A","2014",237915.974,
"POL","TRADEGOODSERV","IMP","MLN_USD","A","2015",253636.5358,
"PRT","TRADEGOODSERV","IMP","MLN_USD","A","1970",10983.5419,"E"
"PRT","TRADEGOODSERV","IMP","MLN_USD","A","1971",12577.5005,"E"
"PRT","TRADEGOODSERV","IMP","MLN_USD","A","1972",14091.3671,"E"
"PRT","TRADEGOODSERV","IMP","MLN_USD","A","1973",15873.987,"E"
"PRT","TRADEGOODSERV","IMP","MLN_USD","A","1974",16629.649,"E"
"PRT","TRADEGOODSERV","IMP","MLN_USD","A","1975",12435.6232,"E"
"PRT","TRADEGOODSERV","IMP","MLN_USD","A","1976",12858.4583,"E"
"PRT","TRADEGOODSERV","IMP","MLN_USD","A","1977",14401.5649,"E"
"PRT","TRADEGOODSERV","IMP","MLN_USD","A","1978",14427.1273,"E"
"PRT","TRADEGOODSERV","IMP","MLN_USD","A","1979",16241.9327,"E"
"PRT","TRADEGOODSERV","IMP","MLN_USD","A","1980",17365.3326,"E"
"PRT","TRADEGOODSERV","IMP","MLN_USD","A","1981",17770.2686,"E"
"PRT","TRADEGOODSERV","IMP","MLN_USD","A","1982",18457.6226,"E"
"PRT","TRADEGOODSERV","IMP","MLN_USD","A","1983",17323.8642,"E"
"PRT","TRADEGOODSERV","IMP","MLN_USD","A","1984",16554.1487,"E"
"PRT","TRADEGOODSERV","IMP","MLN_USD","A","1985",16787.5482,"E"
"PRT","TRADEGOODSERV","IMP","MLN_USD","A","1986",19621.8235,"E"
"PRT","TRADEGOODSERV","IMP","MLN_USD","A","1987",24146.6711,"E"
"PRT","TRADEGOODSERV","IMP","MLN_USD","A","1988",28489.2003,"E"
"PRT","TRADEGOODSERV","IMP","MLN_USD","A","1989",30170.838,"E"
"PRT","TRADEGOODSERV","IMP","MLN_USD","A","1990",34548.021,"E"
